,Text,Sentiment,label_val,panjang_text
2497,ayah memakai semir sepatu kiwi,neutral,1,39
2498,ayat ayat islam meragukan coba simak pakai hati otak perasaan,negative,0,78
2499,restoran hotel padma memiliki pemandangan menarik siang malam pelayanan,positive,2,145
2500,benci,negative,0,5
2501,fahri hamzah gila main fitnah prabowo,negative,0,48
2502,pelajar steak murah sih kebanyakan steak nya goreng pakai tepung sih lumayanlah asyik bertemu kangen teman,positive,2,159
2503,merasakan hidangan khas jawa restoran suasana representatif mencoba boemi joglo menu langganan nasi liwet sate maranggi menu favorit tempe mendoan tempe nya digoreng pas tekstur tepung nya renyah lembut nya khas berbeda tempe mendoan sambal kecap nya,positive,2,407
2504,terhormat admin restart kartu perdana dari5x semalam pengaturan manual pengaturan solusi,negative,0,166
2505,sapu lidi resto suasana pedesaan sawah sugar kolam ikan menarik makan keluarga keluarga pesan ikan bakar daun ikan asin kering karedok ayam kahaseupan goreng makanan sih istimewa suasana sekeliling menarik,positive,2,308
2506,protes senang sontoloyo,negative,0,89
2507,tegakkan kepala mu jenderal susilo bambang yudhoyono pemimpin memiliki takdir berli ku kelak engkaulah mengibarkan panji partai demokrat keseluruh penjuru jawa barat konsep pemerataan kesejahteraan,positive,2,206
2508,kemarin belanja batik eh lihat pamer nya jatuh cinta banget produk nya berkualitas,positive,2,106
2509,pemandangan oke minuman hot chocolate enak banget nya nyaman pelayanan bagus bandung menyesal terima kasih mbak della pelayanan nya ramah,positive,2,220
2510,bakmi rica diet menonton intip fhasion diburu langsung bakmi rica biar semangat gunting nya makan bakmi pedas nya makan nasi berat bakmi ringan bikin perut kenyang,positive,2,252
2511,pizza nya lumayan enak ikan tuna nya suka jenis cheesy bites sup nya enak pelayanan nya bagus,positive,2,132
2512,unik makan alas daun pisang piring variasi makanan minuman harga terjangkau,positive,2,109
2513,gue benci justin songong berasa keren aduh pokok nya suka deh jailkan gue melulu,negative,0,142
2514,dibanding restoran bip cenderung pembeli cenderung nyaman penuh sesak ramai pelayanan nya ramah,positive,2,185
2515,abdillah natsir tegaskan partai golkar usung al um pilihan kepala daerah pinrang,neutral,1,81
2516,berhenti berlangganan indihome nya lemah otak mahal malas pakai bayar,negative,0,114
2517,nya sejuk asri nya rela antre makan makanan nya lumayan harga mahal relax bsm keluarga direkomendasikan,positive,2,182
2518,kepiting telur saos singapura nya juara harga layak kepiting ikan,positive,2,79
2519,mi naripan depot mi kenal 20 bandung keluarga absen makan rumah makan suasana berubah sederhana kelezatan hidangan lekang anak anak menyukai bakso goreng memesan 1 lusin dibawa pulang,positive,2,390
2520,suasana nya sih makanan nya enak pakai banget rekomendasi sate nya enak harga bersahabat makan ramai ramai bagikan bagikan,positive,2,197
2521,adik kelas tatakrama nya sopan santun nya tua beretika,negative,0,128
2522,steak impor murah enak salah steak favorit keluarga steak enak murah coba suis butcher,positive,2,136
2523,pagi marah marah pelayanan id cabang sanur profesional mengecewakan salah review jelek,negative,0,137
2524,asyik anak muda suka nongkrong minum kopi minum kopi pilihan minuman nya nyaman cocok berbisnis suasana nyaman santai ditambah live musik malam minggu nya,positive,2,262
2525,menjual jenis makanan jepang pesan adalaha okonomiyaki takoyaki nya manggo dessert nya enak banget kental banget,positive,2,168
2526,kafe menjual makanan minuman coklat enak bandung bentuk makanan coklat nya beragam terima pesanan cocok bingkisan cinta,positive,2,174
2527,nya nyaman pelayanan memuaskan nya bikin ketagihan terbaik dikunjungi keluarga pasangan,positive,2,135
2528,pemandangan bagus romantis makanan oke standar hotel dessert nya enak layanan nya malam laron rekomendasi,positive,2,192
2529,letak nya susah ditemukan global positioning system nya bagus cocok foto foto makanan nya enak perhatikan berkunjung libur padat pengunjung jalan macet kemah modern harga mahal keren,positive,2,385
2530,eh bangsat homo main bodoh bakar anjing bakar,negative,0,98
2531,pasirkaliki coba pusat jajanan nya luas asyik makanan jenis ditawarkan harga terjangkau malam suasana nya asyik sejuk siang panas nyaman makan,positive,2,339
2532,melintas gedung sate foto foto pas lapar mampir tanggal 27 desember kemarin liburan natal bandung pengunjung padat antre nya bikin lapar kabur kesulitan meja kosong lo meja terisi kosong diblok orang makanan nya enak benaran menu khas jawa asli indonesia pas lidah,positive,2,410
2533,makan kupon disus paket nasi ayam kari diskon 30 persen akibat nya pengunjung mengantre meredeem kupon cilaka nya cek kupon manual makanan nya antrean kupon dibeli pengunjung mengantre,negative,0,372
2534,tumben belanja online barang nya bagus ekspektasi,positive,2,59
2535,masuk makan keluarga penasaran nasi campur ge ong enak banget surabaya pokok e mantap banget deh,positive,2,223
2536,resto utara kota bandung suasana tenang panorama alam khas jawa barat pegunungan tangkupan perahu cocok makan keluarga,positive,2,149
2537,hitam nih kulit kerja lapangan kayak orang papua kulit,negative,0,110
2538,itengah pusat kota daerah perbelanjaan mencari minuman segar makan pas nya,positive,2,136
2539,daging kambing nya empuk berbau cita kuat penyajian hotplate menjaga daging hangat direkomendasikan pencinta menu daging kambing,positive,2,182
2540,muslim ogah banget dibela front pembela islam cabul gaya preman mencerminkan muslim,negative,0,102
2541,quick count pilihan kepala daerah makassar kotak kosong mengungguli pasangan calon tunggal,neutral,1,66
2542,gofood ongkos kirim nya mahal banget restoran sekolah gue 1 kilometer doang 15k makanan nya harga 12k,negative,0,126
2543,atmosphere pelayanan bagus nya sempit ramai suka yamien asin nya bakso nya harga pas cocok,positive,2,194
2544,restoran ala makan bertahan favorit thailand thea daging nya enak kekenyangan pilihan makanan cabang mal istana plaza pelayanan buruk mengecewakan asap mengganggu review makanan enak perbaikan pelayanan,negative,0,449
2545,sih nya makan indomie sebulan tanggal ulang tasya kamila minggu kuat,negative,0,123
2546,restoran sih mak nyuss lumayan bertemu menu menu peranakan harga mahal patut dicoba lumayan,positive,2,166
2547,makanan nya enak order buntut bakar top banget coba lamb wagyu nya empuk banget pokok nya menyesal order deh servis nya bagus pelayan waitress melayani ramah ramah ditunjukkkan spot foto keren banget pemandangan bandung salah waitress nya dela menyesal,positive,2,371
2548,ganjar ambil pusing jagoan partai demokrasi indonesia perjuangan keok pilihan kepala daerah 2018,neutral,1,80
2549,asyik nih sinii kolam renang mini nya haha nya nyaman makanan nya oke harga nyaman cocok banget anak kampus,positive,2,143
2550,layanan cancel hotel mengecewakan,negative,0,43
2551,nih kasih sih oum partai abu pendukung reklamasi teluk jakarta partai demokrasi indonesia perjuangan partai keadilan sejahtera gerindra sih oum termakan framing media sampah,negative,0,136
2552,lambat respons sesuai deskripsi,negative,0,48
2553,suka lomie nya harga nya mahal nasi capcay nya enak menu pilihan nya,positive,2,136
2554,pegawai pertandingan tolong perut nya buncit buncit ratakan kebanyakan makan uang suap,negative,0,112
2555,pergi keluarga makan malam harga nya mahal suasana oke spesial,negative,0,118
2556,letak nya kampus institut teknologi bandung pilihan makanan ringan nya minuman nya nyaman kumpul kumpul teman,positive,2,149
2557,mengerti resto menduduki peringkat 12 1800an resto bandung harga mahal lokasi tersembunyi makanan percaya review menyesatkanlah,negative,0,219
2558,bayar transaksi tokopedia pakai bcaklikpay hang freeze layar masuk layar pengisian handphone bermasalah bcaklikpay nya tokopedia,negative,0,182
2559,memiliki cabang daerah kota bandung makanan nya terjangkau tersedia colokan meja pelayanan nya ramah bermain jenis permainan dimenyediakan pelayanan nya cepat ramah,positive,2,261
2560,merasakan macet pusing mual,negative,0,57
2561,asli indihome lemah otak banget nya bayar mahal mahal gila emosi nih,negative,0,108
2562,halo mengunjungi mc istana plaza nya menarik nongkrong ramai pengunjung nya layanan drive tiru nya kadang suka makan kadang drive thru rekomendasikan makan,positive,2,289
2563,sidang nya cepatan kelarkan bosan sidang selesai selesai pilihan kepala daerah perpecahan,negative,0,127
2564,marah sinyal indosat,negative,0,37
2565,dcost pesan menu nya ambil kartu bayar makan tunggu deh makanan nya sih standard,positive,2,171
2566,pemikiran orang sempit nya mudah marah,negative,0,82
2567,lokasi nya kota jalan dago jalan riau sate nya enak mahal pelayanan nya cepat pegawai nya ramah,positive,2,150
2568,sabar,positive,2,5
2569,oppo f1s kamera nya jelek dipakai menonton konser baca menonton konser dizoom gelap,negative,0,110
2570,makan adem banget nya enak banget makanan nya sih std spot foto foto,positive,2,123
2571,pendukung ahok orang gila,negative,0,37
2572,nya prima ramai sngatlah nyaman makanan disajikan enak curry noddle nya ditambah presentasi makanan unik unik menambah pengalaman menyantap nya,positive,2,297
2573,teman teman senang sih pelayanan nya ramah makanan nya spesial hehe,positive,2,142
2574,pesan kepiting soka capcai telur ayam pas kepiting nya harga nya mahal penyajian nya makanan nya persatu selisih relatif,positive,2,233
2575,watak pembohong sulit dinasehati,negative,0,52
2576,makanan nya enak enak suka sandwich sandwich nya lokasi beda gedung gedung utama pvj nya bingung mencari nya,positive,2,146
2577,liburan mencoba ramen makanan penutup nya lumayan sih ramen nya harga nya murah mango dessert nya enak banget hotel lumayan melewati pvj macet,positive,2,224
2578,komplain penjual kalah ketentuan toko persetujuan tokopedia,negative,0,116
2579,7 teori blok minding harry potter otak keram,neutral,1,57
2580,pesan beef steak tenderloin anak makan gindara steak porsi nya mengenyangkan enak,positive,2,128
2581,lokasi daerah maribaya lembang bandung keramaian kota terletak tersembunyi suasana nyaman udara dingin makanan pesan steak iga bakar enak sayang harga nya mahal porsi hot tea pesan mahal ukuran kafe sejenis,positive,2,353
2582,spagetti carbonara nya enak banget keluarga anak resto rekomendasi deh pasangan rekomendasi nya comfort banget pelayan nya ramah ramah membantu,positive,2,205
2583,terletak lembang restoran menyajikan makanan khas sunda dicoba lokasi mudah cari,positive,2,116
2584,dugem obat obatan terlarang pelacuran minuman keras engkau diamkan iya front pembela islam,negative,0,78
2585,ozon dasar anjing mendidik enak mendidik anjing pintar berkelit mencuri uang rakyat pura pura suara rekaman nya dasar goblok,negative,0,151
2586,kafe dipakar memiliki pemandangan bagus berlatar peggunungan pohon pinus nya masuk minimum pesanan nya,negative,0,218
2587,menu grill nya enak enak suka banget saus mashed potato baked potato nya bandung wajib makan harga standar steak grilllah sebanding harga suasana nya nyaman taman nya restoran wajib ku njungi bandung,positive,2,344
2588,jokowi dicintai umat islam indonesia,positive,2,45
2589,konsep nya unik berasa hutan ramai bersih udara nya segar landscape keren air terjun nya,positive,2,141
2590,empuk daging nya saus kacang nya pas nikmat harga nya mahal 50 ribu makan berdua sate nya seporsi nasi,positive,2,191
2591,diajak bestir galau haha mencoba makanan penutup enak banget perasaan galau nya nyaman banget nya gede enak banget mengobrol mengobrol santai harga nya setimpal bangetlah sayang nya bingsu kadang kadang bangsa nya enak,positive,2,373
2592,kedai bakso malang menyajikan aneka jenis bakso minuman2 memesan satuan paket paket bakso kuah aneka jenis bakso siomay goreng,positive,2,163
2593,warga jawa timur khusus nya malang bakso standart lidah nya lumayan enak dinikmati pasangan keluarga letak nya mal ciwalk menjadikan pilihan tersendiri penikmat makanan lokal,positive,2,271
2594,stasiun televisi payah konsisten mengecewakan pendukung persib persiba berprikemanusiaan payah cupu,negative,0,123
2595,kemarin seharian kota tua sedih jorok kotor orang jakarta marahi tekanan darah malas memotret minggu siang sore kertanaga alfa indonesia maut nya malu wisatawan asing peserta asian games,negative,0,308
2596,nya asri nyaman makanan harga nya mahal sampan keliling danau buatan cocok makan keluarga,positive,2,149
2597,pemilih saksi diperbolehkan mengenakan atribut dukungan salah pasangan calon mencoblos pilihan kepala daerah serentak 2018,neutral,1,142
2598,bebek garang menyediakan masakan olahan bebek variasi beragam enak bebek nya enak opsi menambah porsi nas putih maksimal orang board game dimainkan menunggu pesanan,positive,2,271
2599,menu cita sunda mengulang makan bakwan udang sayur asem nya mantap banget,positive,2,151
2600,nya restoran makanan aceh dikunjungi bandung menu standar kosong lokasi nya gampang dicari mencoba menu mi aceh goreng rebus nasi goreng aman es timun nya segar pelayanan nya cepat menunggu makanan,positive,2,329
2601,restoran mandarin nya makan makanan cina makanan makanan nya standar makanan cina sih suka bangku cah hotplate nyata enak gurih keluarga memesan 3 4 menu porsi makanan nya lumayan,positive,2,286
2602,indosat lemah otak banget ampun,negative,0,37
2603,mohon pengecekan personal akses data pelanggan,neutral,1,83
2604,saddle primp kotak kotak,neutral,1,29
2605,golden monkey pilihan nongkrong alternatif kafe menawarkan jenis makanan pasta pizza masakan indonesia makanan ringan pilihan minuman ditawarkan beragam juice olahan soda jenis teh bir minuman beralkohol berlokasi jalan dago strategis harga nya bersahabat,positive,2,470
2606,pemborosan penghabisan uang rakyat jakarta bancakan dihamburkan pengikut pendukung nya prabowo koalisi kekeluargaan front pembela islam isis hati gmpf majelis ulama indonesia,neutral,1,155
2607,nya steak enak beda makan steak jalan porsi nya nya enak kebagian anak anak sekolah ramai banget berisik teriak teriak mengobrol nya main kartu nyaman nya,negative,0,389
